"RingNumber","ExpScore","Sequence","Sex","TimeAfterSunrise","Species","BroodID","SubplotYear"
"B5G6917",56,1,-0.5,7.63333333333333,0,2001,"C12023"
"B5G6932",84,2,-0.5,9.35,0,2111,"D22023"
"B5G6932",76,1,-0.5,8.5,0,1547,"D12022"
"B5G6932",94,3,-0.5,4.81666666666667,0,2763,"D22024"
"B5G6937",53,2,0.5,4.21666666666667,0,3306,"D22025"
"B5G6937",57,1,0.5,9.66666666666667,0,2784,"D22024"
"B5G6959",18,1,0.5,6.25,0,2236,"F12023"
"B5G6959",36,2,0.5,3.8667,0,2723,"D12024"
"B5G7069",40,3,0.5,6.56666666666667,0,2460,"C12024"
"B5G7069",47,1,0.5,6.65,0,1464,"C12022"
"B5G7069",56,4,0.5,2.1,0,2987,"C12025"
"B5G7069",42,2,0.5,5.05,0,2015,"C12023"
"B5G7284",58,2,-0.5,3.1,0,2488,"C22024"
"B5G7284",54,1,-0.5,3.05,0,2062,"C12023"
"B5G7356",71,2,-0.5,2.36666666666667,0,2872,"B22025"
"B5G7356",65,1,-0.5,3.43333333333333,0,2500,"B22024"
"B5G7403",39,2,0.5,8.78333333333333,0,1426,"B12022"
"B5G7403",55,1,0.5,1.98333333333333,0,929,"B12021"
"B5G7482",77,2,-0.5,3.13333333333333,0,2531,"B12024"
"B5G7482",63,1,-0.5,5.51666666666667,0,1378,"B22022"
"B5G7497",59,2,0.5,4.36666666666667,0,2620,"F22024"
"B5G7497",44,1,0.5,3.53333333333333,0,2248,"F12023"
"B5G7500",40,2,-0.5,6.4,0,2107,"D22023"
"B5G7500",46,1,-0.5,2.9,0,1576,"D22022"
"B5K0002",54,1,0.5,6.66666666666667,0,2564,"B22024"
"B5K0002",61,2,0.5,6.81666666666667,0,2937,"B22025"
"B5K0014",30,1,-0.5,6.3,0,2482,"C22024"
"B5K0015",60,1,0.5,8,0,2435,"C22024"
"B5K0030",36,1,0.5,7.85,0,2756,"D12024"
"B5K0032",54,1,-0.5,2.63333333333333,0,2723,"D12024"
"B5K0063",41,1,-0.5,6.76666666666667,0,2625,"F22024"
"B5K0065",42,1,-0.5,5.53333333333333,0,2523,"B22024"
"B5K0066",84,2,-0.5,3.03333333333333,0,3243,"A22025"
"B5K0066",69,1,-0.5,3.46666666666667,0,2393,"A22024"
"B5K0067",93,1,0.5,4.18333333333333,0,2393,"A22024"
"B5K0101",23,1,-0.5,3.08333333333333,0,2555,"B12024"
"B5K0103",43,1,-0.5,2.06666666666667,0,2571,"F12024"
"B5K0104",43,1,0.5,2.58333333333333,0,2571,"F12024"
"B5K0105",46,1,-0.5,2.73333333333333,0,2572,"F12024"
"B5K0107",51,1,-0.5,7.65,0,2603,"F12024"
"B5K0119",56,1,-0.5,5.1,0,2517,"B12024"
"B5K0201",75,2,-0.5,2.71666666666667,0,2776,"D22024"
"B5K0201",87,1,-0.5,2.56666666666667,0,2134,"D22023"
"B5K0202",37,1,0.5,2.78333333333333,0,1946,"B12023"
"B5K0223",65,1,-0.5,4.11666666666667,0,2101,"D12023"
"B5K0223",67,2,-0.5,6.5,0,2772,"D22024"
"B5K0226",30,1,0.5,2.25,0,2572,"F12024"
"B5K0232",24,1,0.5,9.86666666666667,0,1832,"A12023"
"B5K0234",36,1,0.5,2.53333333333333,0,2180,"E22023"
"B5K0237",48,1,-0.5,3.41666666666667,0,2180,"E22023"
"B5K0240",47,1,-0.5,8.91666666666667,0,1894,"A22023"
"B5K0259",66,1,0.5,3.51666666666667,0,2439,"C12024"
"B5K0291",45,1,-0.5,2.6,0,2463,"C12024"
"B5K0300",53,1,-0.5,5.63333333333333,0,1816,"A12023"
"B5K0501",53,1,-0.5,8.75,0,1976,"B22023"
"B5K0502",71,1,0.5,3.7,0,2089,"D12023"
"B5K0502",87,2,0.5,6.8,0,2744,"D12024"
"B5K0521",32,2,-0.5,3.6,0,2428,"C12024"
"B5K0521",38,1,-0.5,7.76666666666667,0,1995,"C12023"
"B5K0521",50,3,-0.5,6.75,0,2958,"C12025"
"B5K0532",45,1,-0.5,4.01666666666667,0,2468,"C22024"
"B5K0540",71,2,0.5,7.68333333333333,0,2929,"B22025"
"B5K0540",50,1,0.5,4.51666666666667,0,2806,"B22024"
"B5K0549",60,1,-0.5,7.01666666666667,0,2007,"C22023"
"B5K0550",36,1,0.5,9.4,0,2054,"C22023"
"B5K0551",54,1,-0.5,10.1,0,2056,"C22023"
"B5K0552",28,1,-0.5,11.8166666666667,0,2146,"E12023"
"B5K0553",43,2,-0.5,6,0,2731,"D12024"
"B5K0553",35,1,-0.5,3.43333333333333,0,2106,"D22023"
"B5K0559",40,1,0.5,4.95,0,2574,"F12024"
"B5K0601",26,1,-0.5,6.51666666666667,0,1956,"B22023"
"B5K0603",54,1,-0.5,2.48333333333333,0,1926,"B12023"
"B5K0606",48,1,0.5,3.98333333333333,0,1985,"C12023"
"B5K0617",37,1,0.5,2.51666666666667,0,2222,"F12023"
"B5K0617",42,2,0.5,9.05,0,2570,"F12024"
"B5K0642",60,2,-0.5,7.26666666666667,0,2778,"D22024"
"B5K0642",30,1,-0.5,4.15,0,2122,"D22023"
"B5K0643",49,2,0.5,8.21666666666667,0,2726,"D12024"
"B5K0643",32,1,0.5,2.91666666666667,0,2071,"D12023"
"B5K0643",46,3,0.5,2.53333333333333,0,3260,"D12025"
"B5K0660",50,1,-0.5,8.98333333333333,0,1898,"B12023"
"B5K0661",65,1,-0.5,3.46666666666667,0,2048,"C12023"
"B5K0662",33,1,0.5,9.2,0,1913,"B22023"
"B5K0662",66,2,0.5,6.48333333333333,0,2523,"B22024"
"B5K0667",54,1,-0.5,3.71666666666667,0,2456,"C22024"
"B5K0674",47,1,-0.5,7.43333333333333,0,2247,"F12023"
"B5K0689",45,1,-0.5,5.78333333333333,0,2017,"C12023"
"B5K0718",83,1,-0.5,5.55,0,2289,"F22023"
"B5K0766",77,2,0.5,3.56666666666667,0,2625,"F22024"
"B5K0766",62,1,0.5,4.18333333333333,0,2278,"F22023"
"B5K0767",50,1,0.5,4.73333333333333,0,2273,"F22023"
"B5K0907",50,1,0.5,2.71666666666667,0,2440,"C12024"
"B5K0920",39,1,0.5,8.1,0,2772,"D22024"
"B5K0921",87,1,-0.5,2.56666666666667,0,2387,"A22024"
"B5K0922",2,1,0.5,2.83333333333333,0,2387,"A22024"
"B5K0935",56,2,0.5,6.88333333333333,0,2891,"B12025"
"B5K0935",24,1,0.5,2.96666666666667,0,2533,"B12024"
"B5K0936",37,1,-0.5,3.06666666666667,0,2552,"B12024"
"B5K0945",47,1,0.5,4.56666666666667,0,2542,"B22024"
"B5K0945",77,2,0.5,4.23333333333333,0,2920,"B22025"
"B5K0946",53,1,NA,NA,NA,NA,NA
"B5K0946",94,2,-0.5,5.11666666666667,0,2806,"B22024"
"B5K0946",91,3,-0.5,8.63333333333333,0,2929,"B22025"
"B5K0955",44,2,0.5,5.73333333333333,0,2862,"B12025"
"B5K0955",56,1,0.5,8.53333333333333,0,2490,"B12024"
"B5K0991",42,1,-0.5,6.06666666666667,0,2426,"C12024"
"B5K1091",2,1,0.5,2.21666666666667,0,2430,"C12024"
"B5K1204",65,1,-0.5,10.05,0,2784,"D22024"
"B5K1207",33,1,-0.5,7.86666666666667,0,2726,"D12024"
"B5K1208",23,1,0.5,2.63333333333333,0,2498,"B22024"
"B5K1208",46,2,0.5,6.68333333333333,0,2897,"B22025"
"B5K1339",63,1,-0.5,5.71666666666667,0,2253,"F12023"
"B5K1352",38,1,-0.5,3.21666666666667,0,2135,"D22023"
"B5K1353",47,1,0.5,2.88333333333333,0,2037,"C12023"
"B5K1354",76,1,-0.5,3.33333333333333,0,2037,"C12023"
"B5K1356",54,2,-0.5,3.43333333333333,0,2403,"A22024"
"B5K1356",46,1,-0.5,4.78333333333333,0,1874,"A22023"
"B5K1382",92,2,-0.5,4,0,2990,"C12025"
"B5K1382",26,1,-0.5,2.81666666666667,0,2472,"C12024"
"B5K1403",80,1,-0.5,3.3,0,2439,"C12024"
"B5K1436",74,1,-0.5,4.26666666666667,0,2542,"B22024"
"B5K1450",66,1,0.5,4.63333333333333,0,2253,"F12023"
"B5K1456",44,1,-0.5,3.4,0,2309,"F22023"
"B5K1464",78,2,0.5,5.15,0,2731,"D12024"
"B5K1464",38,1,0.5,7.86666666666667,0,2075,"D12023"
"B5K1466",66,1,-0.5,3.43333333333333,0,2273,"F22023"
"C3F5930",85,2,0.5,8.61666666666667,1,1409,"B12022"
"C3F5930",78,1,0.5,2.85,1,430,"B12020"
"C3F5930",50,3,0.5,11.3333333333333,1,1928,"B12023"
"C3F5942",48,2,0.5,3.7,1,1784,"D12022"
"C3F5942",105,3,0.5,10.6833333333333,1,2087,"D12023"
"C3F5942",102,1,0.5,3.08333333333333,1,1055,"D12021"
"C3F6157",69,1,0.5,7.91666666666667,1,435,"B12020"
"C3F6158",13,2,0.5,2.78333333333333,1,1996,"C12023"
"C3F6158",62,3,0.5,4.96666666666667,1,2952,"C12025"
"C3F6158",63,1,0.5,3.4,1,1261,"C12021"
"C3F6873",81,3,-0.5,8.71666666666667,1,1487,"C12022"
"C3F6873",16,4,-0.5,8.11666666666667,1,2034,"C12023"
"C3F6873",48,1,-0.5,3.81666666666667,1,508,"C12020"
"C3F6873",70,2,-0.5,5.56666666666667,1,980,"C12021"
"C3F7186",74,3,0.5,6.26666666666667,1,2130,"D22023"
"C3F7186",121,2,0.5,5.38333333333333,1,1605,"D22022"
"C3F7186",38,1,0.5,2.43333333333333,1,588,"D22020"
"C3F7357",35,2,0.5,5.56666666666667,1,2228,"F12023"
"C3F7357",72,1,0.5,3.1,1,1696,"F12022"
"C3F7359",79,2,0.5,2.7,1,2582,"F12024"
"C3F7359",67,1,0.5,4.68333333333333,1,1687,"F12022"
"C3F7370",85,3,-0.5,7.91666666666667,1,2239,"F12023"
"C3F7370",75,2,-0.5,4.9,1,1700,"F12022"
"C3F7370",37,1,-0.5,6.11666666666667,1,1216,"F12021"
"C3F7376",105,1,-0.5,7.68333333333333,1,2103,"D22023"
"C3F7381",55,1,-0.5,2.65,1,2418,"A22024"
"C3F7391",48,1,0.5,3.76666666666667,1,2606,"F22024"
"C3F7402",92,3,-0.5,3.38333333333333,1,2565,"B12024"
"C3F7402",78,2,-0.5,2.56666666666667,1,1982,"B22023"
"C3F7402",62,1,-0.5,4.86666666666667,1,1435,"B22022"
"C3F7406",90,2,-0.5,4,1,2923,"B22025"
"C3F7406",62,1,-0.5,4.93333333333333,1,1408,"B22022"
"C3F7410",87,1,-0.5,2.71666666666667,1,2499,"B22024"
"C3F7410",92,2,-0.5,4.21666666666667,1,2898,"B22025"
"C3F7416",16,2,0.5,2.95,1,2034,"C12023"
"C3F7416",62,1,0.5,8,1,1487,"C12022"
"C3F7416",41,3,0.5,3.35,1,2459,"C12024"
"C3F7417",71,2,-0.5,6.13333333333333,1,2272,"F22023"
"C3F7417",46,1,-0.5,3.9,1,1726,"F22022"
"C3F7421",63,1,0.5,6.75,1,2283,"F22023"
"C3F7427",53,1,-0.5,8.05,1,2283,"F22023"
"C3F7427",65,2,-0.5,2.9,1,2638,"F22024"
"C3F7436",46,1,0.5,3.11666666666667,1,2195,"E22023"
"C3F7441",83,2,0.5,3.2,1,1981,"B12023"
"C3F7441",85,1,0.5,6.11666666666667,1,1432,"B22022"
"C3F7445",38,1,-0.5,5.75,1,1523,"C22022"
"C3F7445",81,2,-0.5,4.5,1,2060,"C22023"
"C3F7448",65,1,0.5,4.6,1,2055,"C22023"
"C3F7460",66,2,0.5,6.28333333333333,1,2474,"C12024"
"C3F7460",67,3,0.5,4.96666666666667,1,3002,"C12025"
"C3F7460",63,1,0.5,6.3,1,1506,"C12022"
"C3F7517",57,1,0.5,2.38333333333333,1,1944,"B12023"
"C3F7525",93,1,0.5,3.43333333333333,1,2479,"C22024"
"C3F7529",15,1,-0.5,2.36666666666667,1,1983,"C12023"
"C3F7534",6,2,0.5,2.91666666666667,1,2442,"C12024"
"C3F7534",20,1,0.5,2.16666666666667,1,2011,"C12023"
"C3F7551",72,1,0.5,8.43333333333333,1,2511,"B12024"
"C3F7557",81,1,0.5,5,1,2270,"F22023"
"C3F7585",82,1,0.5,5.45,1,1873,"A22023"
"C3F7638",93,2,0.5,6.53333333333333,1,1374,"B12022"
