"","BroodID","RingNumber","year","Species","Type","Sex","nSamples","AdateSample","timeSample","tube_ID","lab_ID","ClutchNumber","SubplotYear","TreatmentB","TreatmentG","Doublebox","ExpScore","TimeAfterSunrise","Sequence","WithinNestRep"
"797",2243,"B5G6531",2023,2,"AM",1,1,68,"10:51","F_23_1","ND_0770",5,"F12023",1,0,0,43,5.6,1,"2243_AM"
"798",2243,"B4P0864",2023,2,"AF",0,1,67,"10:24","F_23_2","ND_0813",5,"F12023",1,0,0,30,5.15,2,"2243_AF"
"799",2245,NA,2023,1,"chick2",2,2,60,"15:00","F_25_4","ND_0523",1,"F12023",1,0,0,NA,NA,NA,"2245_chick2"
"800",2245,NA,2023,1,"chick1",2,2,56,"12:05","F_25_3B","ND_0257",1,"F12023",1,0,0,NA,NA,NA,"2245_chick1"
"801",2245,"C5H7343",2023,1,"AM",1,1,58,"07:30","F_25_1","ND_0402",1,"F12023",1,0,0,68,2.15,1,"2245_AM"
"802",2247,NA,2023,2,"chick1",2,1,58,"10:35","F_27_3","ND_0441",1,"F12023",1,0,0,NA,NA,NA,"2247_chick1"
"803",2247,"B5K0674",2023,2,"AF",0,1,61,"12:45","F_27_2","ND_0624",1,"F12023",1,0,0,47,7.43333333333333,1,"2247_AF"
"804",2248,NA,2023,2,"chick2",2,1,63,"12:33","F_28_4B","ND_0688",1,"F12023",1,0,0,NA,NA,NA,"2248_chick2"
"805",2248,NA,2023,2,"chick2",2,2,63,"12:33","F_28_4A","ND_0658",1,"F12023",1,0,0,NA,NA,NA,"2248_chick2"
"806",2250,NA,2023,2,"chick1",2,1,57,"17:02","F_30_3B","ND_0356",1,"F12023",1,0,0,NA,NA,NA,"2250_chick1"
"807",2250,NA,2023,2,"chick1",2,1,57,"17:02","F_30_3A","ND_0372",1,"F12023",1,0,0,NA,NA,NA,"2250_chick1"
"808",2250,"B5G6596",2023,2,"AM",1,1,59,"10:00","F_30_1","ND_0609",1,"F12023",1,0,0,36,4.66666666666667,1,"2250_AM"
"809",2600,"CS87446",2024,1,"AM",1,1,42,"12:57","F_32_1","ND_0929",1,"F12024",0,0,0,71,7.31666666666667,2,"2600_AM"
"810",2252,NA,2023,1,"chick1",2,1,54,"08:48","F_32_3B","ND_0197",1,"F12023",1,0,0,NA,NA,NA,"2252_chick1"
"811",2252,NA,2023,1,"chick1",2,1,54,"08:48","F_32_3A","ND_0203",1,"F12023",1,0,0,NA,NA,NA,"2252_chick1"
"812",2253,"B5K1339",2023,2,"AF",0,1,64,"11:00","F_33_2","ND_0591",1,"F12023",1,0,0,63,5.71666666666667,1,"2253_AF"
"813",2253,"B5K1450",2023,2,"AM",1,1,66,"09:54","F_33_1","ND_0791",1,"F12023",1,0,0,66,4.63333333333333,1,"2253_AM"
"814",2253,NA,2023,2,"chick2",2,4,68,"11:30","F_33_4B","ND_0798",1,"F12023",1,0,0,NA,NA,NA,"2253_chick2"
"815",2602,"C5H8220",2024,1,"AF",0,1,44,"13:13","F_34_2","ND_1200",1,"F12024",0,0,0,90,7.63333333333333,1,"2602_AF"
"816",2602,"CS87499",2024,1,"AM",1,1,44,"12:54","F_34_1","ND_1199",1,"F12024",0,0,0,63,7.31666666666667,3,"2602_AM"
"817",2603,"B5K0107",2024,2,"AF",0,1,42,"13:17","F_35_2","ND_1011",1,"F12024",0,0,0,51,7.65,1,"2603_AF"
"818",2255,"B4P0854",2023,2,"AM",1,1,59,"12:34","F_35_1","ND_0636",1,"F12023",1,0,0,NA,NA,NA,"2255_AM"
"819",2603,NA,2024,2,"chick1",2,1,40,"16:32","F_35_3","ND_0958",1,"F12024",0,0,0,NA,NA,NA,"2603_chick1"
"820",2255,NA,2023,2,"chick1",2,2,59,"12:42","F_35_3C","ND_0622",1,"F12023",1,0,0,NA,NA,NA,"2255_chick1"
"821",2603,NA,2024,2,"chick2",2,4,45,"11:09","F_35_4","ND_1222",1,"F12024",0,0,0,NA,NA,NA,"2603_chick2"
"822",2606,"C3F7391",2024,1,"AM",1,1,39,"09:28","F_38_1","ND_1091",1,"F22024",1,1,0,48,3.76666666666667,1,"2606_AM"
"823",2606,NA,2024,1,"chick1",2,1,38,"11:52","F_38_3","ND_1149",1,"F22024",1,1,0,NA,NA,NA,"2606_chick1"
"824",2261,"CS87091",2023,1,"AM",1,1,62,"11:49","F_40_1","ND_0593",1,"F22023",1,1,0,51,6.51666666666667,1,"2261_AM"
"825",2261,NA,2023,1,"chick2",2,1,66,"09:43","F_40_4","ND_0809",1,"F22023",1,1,0,NA,NA,NA,"2261_chick2"
"826",2263,"C5H7402",2023,1,"AF",0,1,55,"10:44","F_42_2","ND_0295",1,"F22023",1,1,0,48,5.33333333333333,1,"2263_AF"
"827",2263,NA,2023,1,"chick2",2,2,59,"13:45","F_42_4","ND_0644",1,"F22023",1,1,0,NA,NA,NA,"2263_chick2"
"828",2268,"C5H7401",2023,1,"AM",1,1,55,"10:38","F_45_1","ND_0282",1,"F22023",1,1,1,71,5.23333333333333,1,"2268_AM"
"829",2268,"C3F7744",2023,1,"AF",0,1,57,"11:22","F_45_2","ND_0323",1,"F22023",1,1,1,84,6,2,"2268_AF"
"830",2268,NA,2023,1,"chick1",2,1,55,"10:40","F_45_3","ND_0275",1,"F22023",1,1,0,NA,NA,NA,"2268_chick1"
"831",2270,"C3F7557",2023,1,"AM",1,1,55,"10:24","F_46_1","ND_0284",1,"F22023",1,1,1,81,5,1,"2270_AM"
"832",2270,NA,2023,1,"chick2",2,3,59,"13:26","F_46_4A","ND_0635",1,"F22023",1,1,0,NA,NA,NA,"2270_chick2"
"833",2270,"C5A0796",2023,1,"AF",0,1,55,"11:15","F_46_2","ND_0321",1,"F22023",1,1,1,76,5.85,1,"2270_AF"
"834",2270,NA,2023,1,"chick2",2,1,59,"13:26","F_46_4B","ND_0612",1,"F22023",1,1,0,NA,NA,NA,"2270_chick2"
"835",2272,"C5A0059",2023,1,"AM",1,1,57,"13:02","F_47_1","ND_0346",1,"F22023",1,1,1,44,7.66666666666667,1,"2272_AM"
"836",2272,NA,2023,1,"chick1",2,2,57,"13:03","F_47_3B","ND_0326",1,"F22023",1,1,0,NA,NA,NA,"2272_chick1"
"837",2272,NA,2023,1,"chick2",2,1,61,"10:34","F_47_4A","ND_0540",1,"F22023",1,1,0,NA,NA,NA,"2272_chick2"
"838",2272,NA,2023,1,"chick2",2,1,61,"10:34","F_47_4B","ND_0516",1,"F22023",1,1,0,NA,NA,NA,"2272_chick2"
"839",2272,"C3F7417",2023,1,"AF",0,1,57,"11:30","F_47_2","ND_0428",1,"F22023",1,1,1,71,6.13333333333333,2,"2272_AF"
"840",2272,NA,2023,1,"chick1",2,1,57,"13:03","F_47_3C","ND_0327",1,"F22023",1,1,0,NA,NA,NA,"2272_chick1"
"841",2272,NA,2023,1,"chick2",2,1,61,"10:34","F_47_4C","ND_0603",1,"F22023",1,1,0,NA,NA,NA,"2272_chick2"
"842",2273,"B5K1466",2023,2,"AF",0,1,70,"08:40","F_47a_2","ND_0726",5,"F22023",1,1,1,66,3.43333333333333,1,"2273_AF"
"843",2620,"B5G7497",2024,2,"AM",1,1,44,"09:57","F_47a_1","ND_1219",1,"F22024",1,1,1,59,4.36666666666667,2,"2620_AM"
"844",2620,NA,2024,2,"chick1",2,3,44,"10:38","F_47a_3","ND_1237",1,"F22024",1,1,1,NA,NA,NA,"2620_chick1"
"845",2620,"B5G6595",2024,2,"AF",0,1,44,"10:22","F_47a_2","ND_1247",1,"F22024",1,1,1,30,4.78333333333333,2,"2620_AF"
"846",2273,"B5K0767",2023,2,"AM",1,1,69,"09:58","F_47a_1","ND_0710",5,"F22023",1,1,1,50,4.73333333333333,1,"2273_AM"
"847",2621,"CS87527",2024,1,"AM",1,1,48,"09:10","F_48_1","ND_1295",1,"F22024",1,1,1,23,3.66666666666667,3,"2621_AM"
"848",2274,"CS87925",2023,1,"AF",0,1,57,"12:37","F_48_2","ND_0344",1,"F22023",1,1,1,85,7.25,1,"2274_AF"
"849",2274,NA,2023,1,"chick2",2,1,61,"11:17","F_48_4","ND_0521",1,"F22023",1,1,0,NA,NA,NA,"2274_chick2"
"850",2621,"C5H7697",2024,1,"AF",0,1,47,"09:16","F_48_2","ND_1170",1,"F22024",1,1,1,91,3.61666666666667,1,"2621_AF"
"851",2274,NA,2023,1,"chick1",2,1,57,"13:09","F_48_3","ND_0423",1,"F22023",1,1,0,NA,NA,NA,"2274_chick1"
"852",2623,"C5H8342",2024,1,"AM",1,1,39,"08:49","F_49_1","ND_1073",1,"F22024",1,1,1,68,3.11666666666667,1,"2623_AM"
"853",2276,"C5H7082",2023,1,"AF",0,1,52,"14:38","F_49_2","ND_0129",1,"F22023",1,1,1,76,9.18333333333333,1,"2276_AF"
"854",2623,"C5H7082",2024,1,"AF",0,1,39,"09:02","F_49_2","ND_1025",1,"F22024",1,1,1,82,3.33333333333333,2,"2623_AF"
"855",2623,NA,2024,1,"chick1",2,1,38,"11:36","F_49_3","ND_0928",1,"F22024",1,1,1,NA,NA,NA,"2623_chick1"
"856",2276,"C5H7081",2023,1,"AM",1,1,52,"13:30","F_49_1","ND_0132",1,"F22023",1,1,1,6,8.05,1,"2276_AM"
"857",2624,NA,2024,2,"chick2",2,3,54,"09:15","F_49a_4","ND_1152",1,"F22024",1,1,1,NA,NA,NA,"2624_chick2"
"858",2624,NA,2024,2,"chick1",2,3,49,"09:55","F_49a_3","ND_1129",1,"F22024",1,1,1,NA,NA,NA,"2624_chick1"
"859",2278,NA,2023,2,"chick1",2,1,69,"10:37","F_50_3","ND_0709",1,"F22023",1,1,0,NA,NA,NA,"2278_chick1"
"860",2278,"B5K0766",2023,2,"AM",1,1,69,"09:25","F_50_1","ND_0708",1,"F22023",1,1,0,62,4.18333333333333,1,"2278_AM"
"861",2278,"B4P0595",2023,2,"AF",0,1,69,"08:48","F_50_2","ND_0731",1,"F22023",1,1,0,66,3.56666666666667,3,"2278_AF"
"862",2625,NA,2024,2,"chick2",2,2,50,"10:28","F_50_4","ND_1020",1,"F22024",1,1,0,NA,NA,NA,"2625_chick2"
"863",2625,"B5K0063",2024,2,"AF",0,1,45,"12:20","F_50_2","ND_1213",1,"F22024",1,1,0,41,6.76666666666667,1,"2625_AF"
"864",2278,NA,2023,2,"chick2",2,1,74,"08:05","F_50_4","ND_0724",1,"F22023",1,1,0,NA,NA,NA,"2278_chick2"
"865",2626,"C5H7460",2024,1,"AM",1,1,43,"09:30","F_51_1","ND_1157",1,"F22024",1,1,0,75,3.88333333333333,2,"2626_AM"
"866",2627,NA,2024,2,"chick1",2,2,42,"12:08","F_52_3","ND_0965",1,"F22024",1,1,0,NA,NA,NA,"2627_chick1"
"867",2283,NA,2023,1,"chick1",2,1,57,"13:30","F_53_3","ND_0347",1,"F22023",1,1,0,NA,NA,NA,"2283_chick1"
"868",2283,"C3F7421",2023,1,"AM",1,1,57,"12:07","F_53_1","ND_0322",1,"F22023",1,1,0,63,6.75,1,"2283_AM"
"869",2283,"C3F7427",2023,1,"AF",0,1,57,"13:25","F_53_2","ND_0324",1,"F22023",1,1,0,53,8.05,1,"2283_AF"
"870",2287,NA,2023,1,"chick1",2,1,56,"13:24","F_55_3C","ND_0243",1,"F22023",1,1,0,NA,NA,NA,"2287_chick1"
"871",2287,NA,2023,1,"chick2",2,1,60,"15:34","F_55_4","ND_0515",1,"F22023",1,1,0,NA,NA,NA,"2287_chick2"
"872",2287,NA,2023,1,"chick1",2,3,56,"13:24","F_55_3A","ND_0264",1,"F22023",1,1,0,NA,NA,NA,"2287_chick1"
"873",2287,NA,2023,1,"chick1",2,1,56,"13:24","F_55_3B","ND_0263",1,"F22023",1,1,0,NA,NA,NA,"2287_chick1"
"874",2287,"C5H7142",2023,1,"AM",1,1,56,"11:56","F_55_1","ND_0248",1,"F22023",1,1,0,40,6.55,1,"2287_AM"
"875",2289,NA,2023,2,"chick2",2,1,63,"11:30","F_56_4A","ND_0655",1,"F22023",1,1,0,NA,NA,NA,"2289_chick2"
"876",2289,"B5K0718",2023,2,"AF",0,1,58,"10:54","F_56_2","ND_0415",1,"F22023",1,1,0,83,5.55,1,"2289_AF"
"877",2289,NA,2023,2,"chick2",2,1,63,"11:30","F_56_4B","ND_0656",1,"F22023",1,1,0,NA,NA,NA,"2289_chick2"
"878",2290,NA,2023,1,"chick1",2,1,54,"10:30","F_57_3B","ND_0189",1,"F22023",1,1,0,NA,NA,NA,"2290_chick1"
"879",2290,NA,2023,1,"chick1",2,1,54,"10:30","F_57_3A","ND_0182",1,"F22023",1,1,0,NA,NA,NA,"2290_chick1"
"880",2290,"C5H7237",2023,1,"AM",1,1,54,"09:59","F_57_1","ND_0210",1,"F22023",1,1,1,78,4.56666666666667,1,"2290_AM"
"881",2290,"C5H7238",2023,1,"AF",0,1,54,"09:59","F_57_2","ND_0208",1,"F22023",1,1,1,108,4.56666666666667,1,"2290_AF"
"882",2292,NA,2023,1,"chick2",2,NA,63,"10:50","F_58_4","ND_0667",1,"F22023",1,1,0,NA,NA,NA,"2292_chick2"
"883",2292,NA,2023,1,"chick1",2,1,59,"08:40","F_58_3","ND_0621",1,"F22023",1,1,1,NA,NA,NA,"2292_chick1"
"884",2292,"C5H7443",2023,1,"AM",1,1,59,"08:05","F_58_1","ND_0611",1,"F22023",1,1,1,40,2.75,1,"2292_AM"
"885",2293,NA,2023,2,"chick1",2,1,58,"13:34","F_58a_3","ND_0407",1,"F22023",1,1,1,NA,NA,NA,"2293_chick1"
"886",2321,NA,2023,1,"chick1",2,1,77,"08:42","F_59_3","ND_0752",5,"F22023",1,1,0,NA,NA,NA,"2321_chick1"
"887",2321,"C5H7878",2023,1,"AF",0,1,77,"09:13","F_59_2","ND_0829",5,"F22023",1,1,1,67,4,1,"2321_AF"
"888",2295,NA,2023,2,"chick2",2,2,66,"08:05","F_59a_4B","ND_0802",1,"F22023",1,1,1,NA,NA,NA,"2295_chick2"
"889",2295,"B4P1639",2023,2,"AM",1,1,61,"09:45","F_59a_1","ND_0645",1,"F22023",1,1,1,64,4.43333333333333,3,"2295_AM"
"890",2295,NA,2023,2,"chick2",2,3,66,"08:05","F_59a_4A","ND_0805",1,"F22023",1,1,1,NA,NA,NA,"2295_chick2"
"891",2296,"CS87563",2023,1,"AF",0,1,63,"08:39","F_60_2","ND_0697",1,"F22023",1,1,1,46,3.36666666666667,2,"2296_AF"
"892",2296,NA,2023,1,"chick1",2,2,63,"09:35","F_60_3A","ND_0673",1,"F22023",1,1,1,NA,NA,NA,"2296_chick1"
"893",2638,"C3F7427",2024,1,"AF",0,1,39,"08:36","F_60_2","ND_1082",1,"F22024",1,1,1,65,2.9,2,"2638_AF"
"894",2297,NA,2023,1,"chick1",2,2,31,"09:38","F_60a_3","ND_0623",1,"F22023",1,1,1,NA,NA,NA,"2297_chick1"
"895",2297,"C5H7460",2023,1,"AM",1,1,61,"08:56","F_60a_1","ND_0639",1,"F22023",1,1,1,31,3.61666666666667,1,"2297_AM"
"896",2298,NA,2023,1,"chick2",2,2,55,"14:34","F_61_4B","ND_0290",1,"F22023",1,1,0,NA,NA,NA,"2298_chick2"
"897",2298,"CS87948",2023,1,"AF",0,1,51,"16:18","F_61_2","ND_0141",1,"F22023",1,1,1,NA,NA,NA,"2298_AF"
"898",2298,NA,2023,1,"chick1",2,1,51,"16:53","F_61_3","ND_0152",1,"F22023",1,1,0,NA,NA,NA,"2298_chick1"
"899",2642,NA,2024,1,"chick1",2,1,42,"11:59","F_62_3","ND_0993",1,"F22024",1,1,0,NA,NA,NA,"2642_chick1"
"900",2300,"C5H7386",2023,1,"AF",0,1,61,"08:00","F_62_2","ND_0553",1,"F22023",1,1,1,59,2.68333333333333,1,"2300_AF"
"901",2642,"C5H7514",2024,1,"AM",1,1,42,"10:51","F_62_1","ND_0937",1,"F22024",1,1,1,63,5.21666666666667,1,"2642_AM"
"902",2302,NA,2023,1,"chick2",2,1,66,"08:45","F_63_4B","ND_0741",1,"F22023",1,1,0,NA,NA,NA,"2302_chick2"
"903",2302,NA,2023,1,"chick2",2,2,66,"08:45","F_63_4A","ND_0819",1,"F22023",1,1,0,NA,NA,NA,"2302_chick2"
"904",2303,NA,2023,2,"chick1",2,1,57,"16:20","F_63a_3B","ND_0370",1,"F22023",1,1,1,NA,NA,NA,"2303_chick1"
"905",2303,"B5G6603",2023,2,"AF",0,1,57,"15:37","F_63a_2","ND_0345",1,"F22023",1,1,1,38,10.25,2,"2303_AF"
"906",2303,NA,2023,2,"chick1",2,1,57,"16:20","F_63a_3C","ND_0366",1,"F22023",1,1,1,NA,NA,NA,"2303_chick1"
"907",2645,NA,2024,2,"chick1",2,2,39,"10:52","F_63a_3","ND_1063",1,"F22024",1,1,1,NA,NA,NA,"2645_chick1"
"908",2303,NA,2023,2,"chick1",2,1,57,"16:20","F_63a_3A","ND_0328",1,"F22023",1,1,1,NA,NA,NA,"2303_chick1"
"909",2645,NA,2024,2,"chick2",2,4,44,"11:41","F_63a_4","ND_1257",1,"F22024",1,1,1,NA,NA,NA,"2645_chick2"
"910",2305,NA,2023,2,"chick1",2,NA,59,"09:10","F_65_3","ND_0620",1,"F22023",1,1,0,NA,NA,NA,"2305_chick1"
"911",2306,"C5H8386",2023,1,"AF",0,1,67,"08:57","F_66_2","ND_0788",5,"F22023",1,1,0,63,3.68333333333333,1,"2306_AF"
"912",2306,NA,2023,1,"chick1",2,1,67,"08:56","F_66_3B","ND_0408",5,"F22023",1,1,0,NA,NA,NA,"2306_chick1"
"913",2308,NA,2023,1,"chick2",2,2,62,"09:01","F_68_4","ND_0610",1,"F22023",1,1,0,NA,NA,NA,"2308_chick2"
"914",2308,"C5A0855",2023,1,"AM",1,1,59,"08:00","F_68_1","ND_0616",1,"F22023",1,1,0,51,2.66666666666667,1,"2308_AM"
"915",2651,"B4P0067",2024,2,"AF",0,1,41,"10:15","F_69_2","ND_1071",1,"F22024",1,1,0,65,4.6,3,"2651_AF"
"916",2309,NA,2023,2,"chick1",2,2,68,"09:28","F_69_3","ND_0847",1,"F22023",1,1,0,NA,NA,NA,"2309_chick1"
"917",2309,"B5K1456",2023,2,"AF",0,1,68,"08:39","F_69_2","ND_0786",1,"F22023",1,1,0,44,3.4,1,"2309_AF"
"918",2309,"B4P1776",2023,2,"AM",1,1,68,"09:05","F_69_1","ND_0783",1,"F22023",1,1,0,47,3.83333333333333,2,"2309_AM"
"919",2310,"C5H7143",2023,1,"AM",1,1,56,"12:30","F_70_1","ND_0255",1,"F22023",1,1,0,70,7.11666666666667,1,"2310_AM"
"920",2310,"C5H7141",2023,1,"AF",0,1,56,"11:41","F_70_2","ND_0246",1,"F22023",1,1,0,64,6.3,1,"2310_AF"
"921",2652,NA,2024,1,"chick2",2,1,48,"10:00","F_70_4","ND_1296",1,"F22024",1,1,0,NA,NA,NA,"2652_chick2"
