"","BroodID","RingNumber","year","Species","Type","Sex","nSamples","AdateSample","timeSample","tube_ID","lab_ID","ClutchNumber","SubplotYear","TreatmentB","TreatmentG","Doublebox","ExpScore","TimeAfterSunrise","Sequence","WithinNestRep"
"612",2115,NA,2023,1,"chick1",2,1,52,"10:50","D_49_3B","ND_0123",1,"D22023",0,1,0,NA,NA,NA,"2115_chick1"
"613",2115,NA,2023,1,"chick2",2,1,55,"16:17","D_49_4B","ND_0265",1,"D22023",0,1,0,NA,NA,NA,"2115_chick2"
"614",2772,NA,2024,2,"chick1",2,2,38,"14:10","D_50_3","ND_0919",1,"D22024",0,1,0,NA,NA,NA,"2772_chick1"
"615",2772,"B5K0920",2024,2,"AM",1,1,39,"13:48","D_50_1","ND_0961",1,"D22024",0,1,0,39,8.1,1,"2772_AM"
"616",2772,NA,2024,2,"chick2",2,4,43,"12:53","D_50_4","ND_1122",1,"D22024",0,1,0,NA,NA,NA,"2772_chick2"
"617",2118,NA,2023,2,"chick2",2,3,71,"09:46","D_52_4","ND_0704",5,"D22023",0,1,0,NA,NA,NA,"2118_chick2"
"618",2118,"B4P1787",2023,2,"AM",1,1,68,"13:19","D_52_1","ND_0769",5,"D22023",0,1,0,47,7.28333333333333,2,"2118_AM"
"619",2118,NA,2023,2,"chick1",2,2,66,"11:54","D_52_3","ND_0824",5,"D22023",0,1,0,NA,NA,NA,"2118_chick1"
"620",2118,"B4P1542",2023,2,"AF",0,1,66,"11:08","D_52_2","ND_0803",5,"D22023",0,1,0,40,5.86666666666667,1,"2118_AF"
"621",2776,NA,2024,2,"chick2",2,3,44,"12:38","D_54_4","ND_1113",1,"D22024",0,1,0,NA,NA,NA,"2776_chick2"
"622",2776,NA,2024,2,"chick1",2,3,39,NA,"D_54_3","ND_1006",1,"D22024",0,1,0,NA,NA,NA,"2776_chick1"
"623",2121,NA,2023,1,"chick1",2,NA,53,"08:55","D_55_3","ND_0641",1,"D22023",0,1,0,NA,NA,NA,"2121_chick1"
"624",2121,"C5H7228",2023,1,"AM",1,1,53,"08:50","D_55_1","ND_0191",1,"D22023",0,1,0,83,3.4,1,"2121_AM"
"625",2778,"B5K0642",2024,2,"AF",0,1,38,"13:00","D_56_2","ND_1145",1,"D22024",0,1,0,60,7.26666666666667,2,"2778_AF"
"626",2122,"B5K0642",2023,2,"AF",0,1,56,"09:32","D_56_2","ND_0228",1,"D22023",0,1,0,30,4.15,1,"2122_AF"
"627",2122,NA,2023,2,"chick2",2,1,61,"13:36","D_56_4","ND_0539",1,"D22023",0,1,0,NA,NA,NA,"2122_chick2"
"628",2778,NA,2024,2,"chick2",2,3,43,"11:12","D_56_4A","ND_0957",1,"D22024",0,1,0,NA,NA,NA,"2778_chick2"
"629",2122,NA,2023,2,"chick1",2,2,56,"10:16","D_56_3A","ND_0227",1,"D22023",0,1,0,NA,NA,NA,"2122_chick1"
"630",2123,NA,2023,1,"chick1",2,2,57,"09:41","D_57_3A","ND_0743",1,"D22023",0,1,0,NA,NA,NA,"2123_chick1"
"631",2123,NA,2023,1,"chick2",2,2,70,"10:38","D_57_4","ND_0701",1,"D22023",0,1,0,NA,NA,NA,"2123_chick2"
"632",2779,NA,2024,1,"chick2",2,2,47,"10:05","D_57_4","ND_1054",1,"D22024",0,1,0,NA,NA,NA,"2779_chick2"
"633",2123,NA,2023,1,"chick1",2,1,57,"09:41","D_57_3B","ND_0812",1,"D22023",0,1,0,NA,NA,NA,"2123_chick1"
"634",2779,"C5H7865",2024,1,"AM",1,1,43,"10:13","D_57_1","ND_1127",1,"D22024",0,1,0,81,4.6,1,"2779_AM"
"635",2124,NA,2023,1,"chick2",2,1,54,"11:26","D_58_4","ND_0207",1,"D22023",0,1,0,NA,NA,NA,"2124_chick2"
"636",2780,"B4P0672",2024,2,"AM",1,1,39,"08:46","D_58_1","ND_1159",1,"D22024",0,1,0,71,3.06666666666667,2,"2780_AM"
"637",2124,NA,2023,1,"chick1",2,2,50,"09:36","D_58_3","ND_0069",1,"D22023",0,1,0,NA,NA,NA,"2124_chick1"
"638",2124,"C5H7114",2023,1,"AM",1,1,50,"08:47","D_58_1","ND_0075",1,"D22023",0,1,0,64,3.3,1,"2124_AM"
"639",2780,NA,2024,2,"chick1",2,1,39,"10:51","D_58_3","ND_0959",1,"D22024",0,1,0,NA,NA,NA,"2780_chick1"
"640",2781,NA,2024,2,"chick1",2,1,44,"13:13","D_59_3","ND_1104",1,"D22024",0,1,0,NA,NA,NA,"2781_chick1"
"641",2125,NA,2023,1,"chick2",2,1,47,"10:40","D_59_4","ND_0044",1,"D22023",0,1,0,NA,NA,NA,"2125_chick2"
"642",2125,"CS87056",2023,1,"AF",0,1,43,"09:23","D_59_2","ND_0014",1,"D22023",0,1,0,53,3.75,1,"2125_AF"
"643",2125,NA,2023,1,"chick1",2,3,43,"10:40","D_59_3","ND_0016",1,"D22023",0,1,0,NA,NA,NA,"2125_chick1"
"644",2126,"C3F7652",2023,1,"AF",0,1,62,"13:52","D_60_2","ND_0640",1,"D22023",0,1,0,56,8.56666666666667,2,"2126_AF"
"645",2126,NA,2023,1,"chick2",2,1,66,"11:43","D_60_4","ND_0795",1,"D22023",0,1,0,NA,NA,NA,"2126_chick2"
"646",2782,"C5H7604",2024,1,"AM",1,1,36,"10:57","D_60_1","ND_0887",1,"D22024",0,1,0,79,5.16666666666667,2,"2782_AM"
"647",2126,"C5H7604",2023,1,"AM",1,1,62,"14:36","D_60_1","ND_0638",1,"D22023",0,1,0,61,9.3,1,"2126_AM"
"648",2782,NA,2024,1,"chick1",2,1,36,"10:58","D_60_3","ND_0885",1,"D22024",0,1,0,NA,NA,NA,"2782_chick1"
"649",2127,"C5H7025",2023,1,"AM",1,1,44,"08:08","D_61_1","ND_0021",1,"D22023",0,1,0,50,2.53333333333333,1,"2127_AM"
"650",2127,NA,2023,1,"chick1",2,2,43,"10:18","D_61_3","ND_0017",1,"D22023",0,1,0,NA,NA,NA,"2127_chick1"
"651",2783,"C5H7903",2024,1,"AM",1,1,39,"13:37","D_61_1","ND_0971",1,"D22024",0,1,0,108,7.91666666666667,1,"2783_AM"
"652",2784,"B5K1204",2024,2,"AF",0,1,35,"15:51","D_62_2","ND_0865",1,"D22024",0,1,0,65,10.05,1,"2784_AF"
"653",2784,NA,2024,2,"chick2",2,3,39,"12:37","D_62_4","ND_0989",1,"D22024",0,1,0,NA,NA,NA,"2784_chick2"
"654",2784,"B5G6937",2024,2,"AM",1,1,35,"15:28","D_62_1","ND_0863",1,"D22024",0,1,0,57,9.66666666666667,1,"2784_AM"
"655",2784,NA,2024,2,"chick1",2,3,35,"15:00","D_62_3","ND_0869",1,"D22024",0,1,0,NA,NA,NA,"2784_chick1"
"656",2130,"C3F7186",2023,1,"AM",1,1,50,"11:45","D_64_1","ND_0076",1,"D22023",0,1,0,74,6.26666666666667,3,"2130_AM"
"657",2130,NA,2023,1,"chick2",2,1,52,"11:05","D_64_4","ND_0121",1,"D22023",0,1,0,NA,NA,NA,"2130_chick2"
"658",2786,"C5H7025",2024,1,"AM",1,1,35,"16:01","D_64_1","ND_0867",1,"D22024",0,1,0,65,10.2166666666667,2,"2786_AM"
"659",2786,NA,2024,1,"chick2",2,1,38,"14:45","D_64_4","ND_1143",1,"D22024",0,1,0,NA,NA,NA,"2786_chick2"
"660",2130,NA,2023,1,"chick1",2,1,50,"12:18","D_64_3","ND_0088",1,"D22023",0,1,0,NA,NA,NA,"2130_chick1"
"661",2786,NA,2024,1,"chick1",2,3,35,"17:15","D_64_3","ND_0871",1,"D22024",0,1,0,NA,NA,NA,"2786_chick1"
"662",2786,"C5H8207",2024,1,"AF",0,1,35,"16:23","D_64_2","ND_0868",1,"D22024",0,1,0,83,10.5833333333333,1,"2786_AF"
"663",2787,"B5G6119",2024,2,"AF",0,1,39,"12:45","D_65_2","ND_0980",1,"D22024",0,1,0,68,7.05,1,"2787_AF"
"664",2787,NA,2024,2,"chick2",2,3,44,"13:21","D_65_4","ND_1108",1,"D22024",0,1,0,NA,NA,NA,"2787_chick2"
"665",2788,NA,2024,2,"chick1",2,2,35,"17:11","D_66_3","ND_0870",1,"D22024",0,1,0,NA,NA,NA,"2788_chick1"
"666",2788,"B5G6392",2024,2,"AM",1,1,35,"15:36","D_66_1","ND_0864",1,"D22024",0,1,0,36,9.8,1,"2788_AM"
"667",2788,NA,2024,2,"chick2",2,1,40,"14:30","D_66_4","ND_0978",1,"D22024",0,1,0,NA,NA,NA,"2788_chick2"
"668",2789,NA,2024,2,"chick1",2,0,0,NA,"D_67_3","ND_0918",1,"D22024",0,1,0,NA,NA,NA,"2789_chick1"
"669",2134,NA,2023,2,"chick1",2,2,49,"08:50","D_68_3A","ND_0087",1,"D22023",0,1,0,NA,NA,NA,"2134_chick1"
"670",2134,NA,2023,2,"chick2",2,2,55,"15:22","D_68_4A","ND_0311",1,"D22023",0,1,0,NA,NA,NA,"2134_chick2"
"671",2134,"B4P0174",2023,2,"AM",1,1,50,"08:42","D_68_1","ND_0080",1,"D22023",0,1,0,77,3.21666666666667,3,"2134_AM"
"672",2790,"C5H8208",2024,1,"AM",1,1,36,"09:11","D_68_1","ND_0882",1,"D22024",0,1,0,79,3.4,1,"2790_AM"
"673",2790,NA,2024,1,"chick1",2,3,36,"11:06","D_68_3","ND_0886",1,"D22024",0,1,0,NA,NA,NA,"2790_chick1"
"674",2134,"B5K0201",2023,2,"AF",0,1,50,"08:03","D_68_2","ND_0081",1,"D22023",0,1,0,87,2.56666666666667,1,"2134_AF"
"675",2134,NA,2023,2,"chick1",2,1,49,"08:50","D_68_3B","ND_0085",1,"D22023",0,1,0,NA,NA,NA,"2134_chick1"
"676",2135,"B4P0672",2023,2,"AM",1,1,66,"08:59","D_69_1","ND_0823",5,"D22023",0,1,0,58,3.71666666666667,1,"2135_AM"
"677",2135,NA,2023,2,"chick1",2,2,66,"09:35","D_69_3","ND_0740",5,"D22023",0,1,0,NA,NA,NA,"2135_chick1"
"678",2135,"B5K1352",2023,2,"AF",0,1,66,"08:29","D_69_2","ND_0794",5,"D22023",0,1,0,38,3.21666666666667,1,"2135_AF"
"679",2136,"C5H7608",2023,1,"AM",1,1,66,"08:23","D_70_1","ND_0821",1,"D22023",0,1,0,114,3.11666666666667,1,"2136_AM"
"680",2792,"C3M0475",2024,1,"AF",0,1,43,"10:00","D_70_2","ND_1126",1,"D22024",0,1,0,78,4.38333333333333,2,"2792_AF"
"681",2136,NA,2023,1,"chick2",2,2,69,"08:54","D_70_4","ND_0717",1,"D22023",0,1,0,NA,NA,NA,"2136_chick2"
"682",2136,NA,2023,1,"chick1",2,1,65,"13:04","D_70_3","ND_0583",1,"D22023",0,1,0,NA,NA,NA,"2136_chick1"
"683",2792,NA,2024,1,"chick2",2,2,44,"13:23","D_70_4","ND_1100",1,"D22024",0,1,0,NA,NA,NA,"2792_chick2"
"684",2138,NA,2023,1,"chick1",2,1,53,"12:03","E_02_3","ND_0166",1,"E12023",1,0,0,NA,NA,NA,"2138_chick1"
"685",2138,NA,2023,1,"chick2",2,1,57,"10:28","E_02_4","ND_0390",1,"E12023",1,0,0,NA,NA,NA,"2138_chick2"
"686",2138,"C5H7144",2023,1,"AM",1,1,56,"15:25","E_02_1","ND_0261",1,"E12023",1,0,0,72,10.0333333333333,1,"2138_AM"
"687",2138,"C3M0469",2023,1,"AF",0,1,53,"10:58","E_02_2","ND_0209",1,"E12023",1,0,0,NA,NA,NA,"2138_AF"
"688",2658,NA,2024,1,"chick1",2,1,56,"09:55","E_06_3","ND_1166",1,"E12024",1,0,0,NA,NA,NA,"2658_chick1"
"689",2658,"C5H7276",2024,1,"AF",0,1,56,"09:10","E_06_2","ND_1177",1,"E12024",1,0,0,53,3.8,2,"2658_AF"
"690",2143,"B5G6114",2023,2,"AF",0,1,61,"14:05","E_07_2","ND_0827",1,"E12023",1,0,0,75,8.78333333333333,1,"2143_AF"
"691",2144,"C5H7276",2023,1,"AF",0,1,58,"15:33","E_08_2","ND_0414",1,"E12023",1,0,0,53,10.2,1,"2144_AF"
"692",2144,NA,2023,1,"chick1",2,1,57,"16:20","E_08_3","ND_0397",1,"E12023",1,0,0,NA,NA,NA,"2144_chick1"
"693",2146,NA,2023,2,"chick2",2,2,63,"12:19","E_10_4","ND_0671",1,"E12023",1,0,0,NA,NA,NA,"2146_chick2"
"694",2146,NA,2023,2,"chick1",2,2,58,"16:57","E_10_3","ND_0493",1,"E12023",1,0,0,NA,NA,NA,"2146_chick1"
"695",2146,"B5K0552",2023,2,"AF",0,1,58,"17:10","E_10_2","ND_0409",1,"E12023",1,0,0,28,11.8166666666667,1,"2146_AF"
"696",2146,"B4P0285",2023,2,"AM",1,1,58,"15:40","E_10_1","ND_0450",1,"E12023",1,0,0,28,10.3166666666667,1,"2146_AM"
"697",2150,"B5G6012",2023,2,"AM",1,1,56,"15:30","E_14_1","ND_0259",1,"E12023",1,0,0,95,10.1166666666667,2,"2150_AM"
"698",2150,NA,2023,2,"chick1",2,1,56,"17:13","E_14_3B","ND_0403",1,"E12023",1,0,0,NA,NA,NA,"2150_chick1"
"699",2150,"B4P0841",2023,2,"AF",0,1,56,"16:20","E_14_2","ND_0249",1,"E12023",1,0,0,86,10.95,2,"2150_AF"
"700",2150,NA,2023,2,"chick1",2,3,56,"17:13","E_14_3A","ND_0411",1,"E12023",1,0,0,NA,NA,NA,"2150_chick1"
"701",2153,"C5H7278",2023,1,"AF",0,1,58,"17:20","E_17_2","ND_0433",1,"E12023",1,0,0,53,11.9833333333333,1,"2153_AF"
"702",2153,NA,2023,1,"chick1",2,1,58,"17:07","E_17_3","ND_0479",1,"E12023",1,0,0,NA,NA,NA,"2153_chick1"
"703",2161,"C5H7610",2023,1,"AF",0,1,67,"08:27","E_25_2","ND_0784",1,"E12023",1,0,0,86,3.2,1,"2161_AF"
"704",2162,NA,2023,2,"chick1",2,2,73,"09:16","E_26_3","ND_0711",5,"E12023",1,0,0,NA,NA,NA,"2162_chick1"
"705",2162,"B5G7482",2023,2,"AF",0,1,73,"08:15","E_26_2","ND_0738",5,"E12023",1,0,0,NA,NA,NA,"2162_AF"
"706",2162,NA,2023,2,"chick2",2,2,78,"08:29","E_26_4","ND_0834",5,"E12023",1,0,0,NA,NA,NA,"2162_chick2"
"707",2164,NA,2023,1,"chick2",2,1,62,"10:15","E_28_4A","ND_0756",1,"E12023",1,0,0,NA,NA,NA,"2164_chick2"
"708",2164,"C5H7342",2023,1,"AF",0,1,57,"15:30","E_28_2","ND_0365",1,"E12023",1,0,0,73,10.1333333333333,1,"2164_AF"
"709",2164,NA,2023,1,"chick2",2,1,62,"10:15","E_28_4B","ND_0833",1,"E12023",1,0,0,NA,NA,NA,"2164_chick2"
"710",2165,NA,2023,2,"chick2",2,1,64,"11:40","E_29_4","ND_0598",1,"E12023",1,0,0,NA,NA,NA,"2165_chick2"
"711",2170,"C5H7651",2023,1,"AF",0,1,72,"09:08","E_34_2","ND_0734",5,"E12023",1,0,0,35,3.9,1,"2170_AF"
"712",2170,"C5H7650",2023,1,"AM",1,1,72,"08:28","E_34_1","ND_0737",5,"E12023",1,0,0,74,3.23333333333333,1,"2170_AM"
"713",2170,NA,2023,1,"chick1",2,1,72,"09:27","E_34_3","ND_0735",5,"E12023",1,0,0,NA,NA,NA,"2170_chick1"
"714",2173,NA,2023,1,"chick1",2,4,58,"13:50","E_37_3A","ND_0503",1,"E22023",1,1,0,NA,NA,NA,"2173_chick1"
"715",2173,"C5H7272",2023,1,"AM",1,1,58,"11:21","E_37_1","ND_0437",1,"E22023",1,1,0,NA,NA,NA,"2173_AM"
"716",2180,NA,2023,2,"chick1",2,1,59,"09:40","E_43a_3","ND_0487",1,"E22023",1,1,1,NA,NA,NA,"2180_chick1"
"717",2180,"B5K0234",2023,2,"AM",1,1,59,"07:52","E_43a_1","ND_0491",1,"E22023",1,1,1,36,2.53333333333333,1,"2180_AM"
"718",2180,"B5K0237",2023,2,"AF",0,1,59,"08:45","E_43a_2","ND_0467",1,"E22023",1,1,1,48,3.41666666666667,1,"2180_AF"
"719",2181,NA,2023,1,"chick2",2,1,66,"08:03","E_44_4","ND_0816",1,"E22023",1,1,0,NA,NA,NA,"2181_chick2"
"720",2181,"CS87131",2023,1,"AM",1,1,62,"13:15","E_44_1","ND_0753",1,"E22023",1,1,1,36,7.95,1,"2181_AM"
"721",2185,NA,2023,1,"chick1",2,2,58,"13:42","E_46_3","ND_0502",1,"E22023",1,1,0,NA,NA,NA,"2185_chick1"
"722",2185,"CS87156",2023,1,"AM",1,1,58,"10:58","E_46_1","ND_0421",1,"E22023",1,1,1,46,5.61666666666667,1,"2185_AM"
"723",2187,NA,2023,1,"chick2",2,4,63,"11:25","E_47_4A","ND_0594",1,"E22023",1,1,0,NA,NA,NA,"2187_chick2"
"724",2187,"CS87970",2023,1,"AM",1,1,58,"11:03","E_47_1","ND_0439",1,"E22023",1,1,1,89,5.7,2,"2187_AM"
"725",2195,"C3F7436",2023,1,"AM",1,1,70,"08:21","E_52_1","ND_0706",5,"E22023",1,1,0,46,3.11666666666667,1,"2195_AM"
"726",2195,NA,2023,1,"chick2",2,3,74,"08:57","E_52_4","ND_0736",5,"E22023",1,1,0,NA,NA,NA,"2195_chick2"
"727",2197,"CS87545",2023,1,"AM",1,1,62,"12:57","E_54_1","ND_0842",1,"E22023",1,1,0,NA,NA,NA,"2197_AM"
"728",2197,"C5H7482",2023,1,"AF",0,1,63,"10:24","E_54_2","ND_0669",1,"E22023",1,1,0,68,5.11666666666667,1,"2197_AF"
"729",2198,NA,2023,2,"chick2",2,1,64,"10:20","E_55_4","ND_0568",1,"E22023",1,1,0,NA,NA,NA,"2198_chick2"
"730",2200,"C5A0759",2023,1,"AM",1,1,75,"07:45","E_57_1","ND_0715",5,"E22023",1,1,1,24,2.53333333333333,1,"2200_AM"
"731",2200,"C5A0754",2023,1,"AF",0,1,75,"08:22","E_57_2","ND_0792",5,"E22023",1,1,1,46,3.15,1,"2200_AF"
"732",2202,NA,2023,1,"chick1",2,2,59,"09:20","E_58_3","ND_0456",1,"E22023",1,1,0,NA,NA,NA,"2202_chick1"
"733",2202,"C5H7150",2023,1,"AF",0,1,59,"07:38","E_58_2","ND_0473",1,"E22023",1,1,1,63,2.3,1,"2202_AF"
"734",2206,"C5H7861",2023,1,"AM",1,1,64,"08:26","E_60_1","ND_0564",1,"E22023",1,1,1,33,3.1,1,"2206_AM"
"735",2208,NA,2023,1,"chick1",2,1,57,"14:00","E_61_3","ND_0395",1,"E22023",1,1,0,NA,NA,NA,"2208_chick1"
"736",2208,NA,2023,1,"chick2",2,1,62,"12:06","E_61_4","ND_0831",1,"E22023",1,1,0,NA,NA,NA,"2208_chick2"
"737",2210,NA,2023,1,"chick1",2,2,58,"09:07","E_62_3","ND_0434",1,"E22023",1,1,0,NA,NA,NA,"2210_chick1"
"738",2210,"C5H7269",2023,1,"AF",0,1,58,"07:53","E_62_2","ND_0452",1,"E22023",1,1,1,66,2.53333333333333,1,"2210_AF"
"739",2210,NA,2023,1,"chick2",2,1,62,"08:45","E_62_4","ND_0843",1,"E22023",1,1,0,NA,NA,NA,"2210_chick2"
"740",2212,NA,2023,1,"chick1",2,1,64,"09:55","E_63_3","ND_0563",1,"E22023",1,1,0,NA,NA,NA,"2212_chick1"
"741",2212,"C5H8001",2023,1,"AF",0,1,65,"08:21","E_63_2","ND_0566",1,"E22023",1,1,1,75,3.08333333333333,1,"2212_AF"
"742",2214,"C5H8433",2023,1,"AM",1,1,63,"09:05","E_64_1","ND_0587",1,"E22023",1,1,1,61,3.8,1,"2214_AM"
"743",2214,NA,2023,1,"chick2",2,1,67,"10:44","E_64_4","ND_0814",1,"E22023",1,1,0,NA,NA,NA,"2214_chick2"
"744",2214,"C5H8432",2023,1,"AF",0,1,63,"08:25","E_64_2","ND_0576",1,"E22023",1,1,1,69,3.13333333333333,1,"2214_AF"
"745",2217,NA,2023,1,"chick2",2,1,60,"13:29","E_67_4","ND_0512",1,"E22023",1,1,0,NA,NA,NA,"2217_chick2"
"746",2217,"C5A0763",2023,1,"AF",0,1,58,"08:00","E_67_2","ND_0413",1,"E22023",1,1,0,5,2.65,1,"2217_AF"
"747",2217,"C5H8402",2023,1,"AM",1,1,57,"13:29","E_67_1","ND_0343",1,"E22023",1,1,0,96,8.11666666666667,1,"2217_AM"
"748",2219,"C5H7271",2023,1,"AF",0,1,58,"09:17","E_69_2","ND_0446",1,"E22023",1,1,0,71,3.93333333333333,1,"2219_AF"
"749",2219,"C5H7270",2023,1,"AM",1,1,58,"08:06","E_69_1","ND_0449",1,"E22023",1,1,0,44,2.75,1,"2219_AM"
"750",2220,"CS87457",2023,1,"AM",1,1,63,"08:40","E_70_1","ND_0661",1,"E22023",1,1,0,53,3.38333333333333,1,"2220_AM"
"751",2220,"C5H7481",2023,1,"AF",0,1,63,"08:10","E_70_2","ND_0699",1,"E22023",1,1,0,70,2.88333333333333,1,"2220_AF"
"752",2221,NA,2023,2,"chick1",2,1,53,"13:02","F_01_3","ND_0213",1,"F12023",1,0,0,NA,NA,NA,"2221_chick1"
"753",2221,NA,2023,2,"chick2",2,1,58,"14:23","F_01_4","ND_0445",1,"F12023",1,0,0,NA,NA,NA,"2221_chick2"
"754",2222,NA,2023,2,"chick2",2,1,60,"14:25","F_02_4","ND_0542",1,"F12023",1,0,0,NA,NA,NA,"2222_chick2"
"755",2570,"B5K0617",2024,2,"AM",1,1,44,"14:38","F_02_1","ND_1114",1,"F12024",0,0,0,42,9.05,2,"2570_AM"
"756",2222,"B4P0825",2023,2,"AF",0,1,55,"08:45","F_02_2","ND_0305",1,"F12023",1,0,0,86,3.35,4,"2222_AF"
"757",2222,NA,2023,2,"chick1",2,1,55,"09:12","F_02_3A","ND_0277",1,"F12023",1,0,0,NA,NA,NA,"2222_chick1"
"758",2222,NA,2023,2,"chick1",2,1,55,"09:12","F_02_3B","ND_0272",1,"F12023",1,0,0,NA,NA,NA,"2222_chick1"
"759",2570,NA,2024,2,"chick1",2,2,44,"14:44","F_02_3","ND_1107",1,"F12024",0,0,0,NA,NA,NA,"2570_chick1"
"760",2571,"B5K0103",2024,2,"AF",0,1,38,"07:48","F_03_2","ND_0926",1,"F12024",0,0,0,43,2.06666666666667,1,"2571_AF"
"761",2571,"B5K0104",2024,2,"AM",1,1,38,"08:19","F_03_1","ND_1150",1,"F12024",0,0,0,43,2.58333333333333,1,"2571_AM"
"762",2572,NA,2024,2,"chick1",2,3,42,"08:53","F_04_3","ND_1012",1,"F12024",0,0,0,NA,NA,NA,"2572_chick1"
"763",2572,"B5K0105",2024,2,"AF",0,1,42,"08:22","F_04_2","ND_0974",1,"F12024",0,0,0,46,2.73333333333333,1,"2572_AF"
"764",2224,"B5G6661",2023,2,"AF",0,1,58,"08:28","F_04_2","ND_0406",1,"F12023",1,0,0,42,3.11666666666667,1,"2224_AF"
"765",2572,"B5K0226",2024,2,"AM",1,1,42,"07:53","F_04_1","ND_0946",1,"F12024",0,0,0,30,2.25,1,"2572_AM"
"766",2574,"B5K0559",2024,2,"AM",1,1,37,"10:42","F_06_1","ND_0902",1,"F12024",0,0,0,40,4.95,1,"2574_AM"
"767",2574,NA,2024,2,"chick2",2,2,42,"15:00","F_06_4","ND_0994",1,"F12024",0,0,0,NA,NA,NA,"2574_chick2"
"768",2574,"B5G6703",2024,2,"AF",0,1,37,"11:06","F_06_2","ND_0908",1,"F12024",0,0,0,47,5.35,1,"2574_AF"
"769",2574,NA,2024,2,"chick1",2,2,37,"08:07","F_06_3","ND_0906",1,"F12024",0,0,0,NA,NA,NA,"2574_chick1"
"770",2228,NA,2023,1,"chick1",2,1,49,"12:06","F_08_3","ND_0058",1,"F12023",1,0,0,NA,NA,NA,"2228_chick1"
"771",2228,"C3F7357",2023,1,"AM",1,1,49,"11:04","F_08_1","ND_0053",1,"F12023",1,0,0,35,5.56666666666667,2,"2228_AM"
"772",2230,NA,2023,2,"chick2",2,4,63,"11:09","F_10_4A","ND_0685",1,"F12023",1,0,0,NA,NA,NA,"2230_chick2"
"773",2231,"C3M0269",2023,1,"AM",1,1,66,"10:54","F_11_1","ND_0817",1,"F12023",1,0,0,76,5.1,3,"2231_AM"
"774",2580,NA,2024,1,"chick1",2,1,38,"10:10","F_12_3","ND_1147",1,"F12024",0,0,0,NA,NA,NA,"2580_chick1"
"775",2232,NA,2023,2,"chick2",2,4,63,"11:43","F_12_4A","ND_0665",1,"F12023",1,0,0,NA,NA,NA,"2232_chick2"
"776",2580,NA,2024,1,"chick2",2,2,41,"12:29","F_12_4","ND_1062",1,"F12024",0,0,0,NA,NA,NA,"2580_chick2"
"777",2580,"C5H8446",2024,1,"AF",0,1,38,"09:30","F_12_2","ND_1142",1,"F12024",0,0,0,42,3.76666666666667,2,"2580_AF"
"778",2580,"C3M0269",2024,1,"AM",1,1,38,"10:10","F_12_1","ND_1144",1,"F12024",0,0,0,90,4.43333333333333,4,"2580_AM"
"779",2232,NA,2023,2,"chick1",2,1,58,"10:07","F_12_3","ND_0425",1,"F12023",1,0,0,NA,NA,NA,"2232_chick1"
"780",2232,"B4P1638",2023,2,"AF",0,1,61,"12:11","F_12_2","ND_0546",1,"F12023",1,0,0,51,6.86666666666667,3,"2232_AF"
"781",2233,NA,2023,1,"chick1",2,2,60,"14:49","F_13_3","ND_0538",1,"F12023",1,0,0,NA,NA,NA,"2233_chick1"
"782",2581,NA,2024,2,"chick1",2,2,39,"12:54","F_13_3","ND_1081",1,"F12024",0,0,0,NA,NA,NA,"2581_chick1"
"783",2582,NA,2024,1,"chick1",2,1,42,"09:21","F_14_3","ND_0992",1,"F12024",0,0,0,NA,NA,NA,"2582_chick1"
"784",2234,NA,2023,1,"chick2",2,1,60,"14:31","F_14_4","ND_0559",1,"F12023",1,0,0,NA,NA,NA,"2234_chick2"
"785",2582,NA,2024,1,"chick2",2,1,46,"10:18","F_14_4","ND_1185",1,"F12024",0,0,0,NA,NA,NA,"2582_chick2"
"786",2234,"C5H7417",2023,1,"AF",0,1,56,"11:15","F_14_2","ND_0229",1,"F12023",1,0,0,101,5.86666666666667,1,"2234_AF"
"787",2582,"C3F7359",2024,1,"AM",1,1,43,"08:19","F_14_1","ND_0981",1,"F12024",0,0,0,79,2.7,2,"2582_AM"
"788",2234,"C3F7764",2023,1,"AM",1,1,58,"07:12","F_14_1","ND_0417",1,"F12023",1,0,0,37,1.85,2,"2234_AM"
"789",2583,NA,2024,2,"chick2",2,1,58,"11:50","F_15_4","ND_1275",1,"F12024",0,0,0,NA,NA,NA,"2583_chick2"
"790",2236,NA,2023,2,"chick1",2,1,59,"12:54","F_16_3B","ND_0625",1,"F12023",1,0,0,NA,NA,NA,"2236_chick1"
"791",2236,NA,2023,2,"chick1",2,1,59,"12:54","F_16_3A","ND_0615",1,"F12023",1,0,0,NA,NA,NA,"2236_chick1"
"792",2238,NA,2023,2,"chick1",2,1,67,"11:06","F_18_3","ND_0787",5,"F12023",1,0,0,NA,NA,NA,"2238_chick1"
"793",2239,"C3F7370",2023,1,"AF",0,1,56,"13:18","F_19_2","ND_0267",1,"F12023",1,0,0,85,7.91666666666667,3,"2239_AF"
"794",2239,"CS87499",2023,1,"AM",1,1,56,"14:15","F_19_1","ND_0232",1,"F12023",1,0,0,42,8.86666666666667,2,"2239_AM"
"795",2242,NA,2023,1,"chick1",2,1,54,"08:59","F_22_3","ND_0199",1,"F12023",1,0,0,NA,NA,NA,"2242_chick1"
"796",2243,NA,2023,2,"chick1",2,2,67,"11:15","F_23_3","ND_0811",5,"F12023",1,0,0,NA,NA,NA,"2243_chick1"
